Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785313984,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785313985,5,,Aggregated,0.000000,0.000000,230,230,430,430,540,540,540,540,540,540,540,6,0,220.0,256.9365166685505,57.60160001227632,542.5991000083741,204.0
1785313986,10,,Aggregated,0.000000,0.000000,230,390,430,540,900,900,900,900,900,900,900,9,0,230.0,322.03720000042165,57.60160001227632,904.4850999925984,204.0
1785313987,15,,Aggregated,2.000000,0.000000,390,430,900,900,1400,1600,1600,1600,1600,1600,1600,12,0,230.0,507.4983333336907,57.60160001227632,1589.7186000074726,204.08333333333334
1785313988,15,,Aggregated,3.500000,0.000000,390,540,1400,1600,1600,2000,2000,2000,2000,2000,2000,15,0,390.0,653.2956333345888,57.60160001227632,1974.124300002586,204.13333333333333
1785313989,15,,Aggregated,3.333333,0.000000,430,1400,1600,1600,2400,2800,2800,2800,2800,2800,2800,17,0,430.0,882.1969764719731,57.60160001227632,2810.666300007142,194.11764705882354
1785313990,15,,Aggregated,3.000000,0.000000,430,1400,1600,2000,2800,3300,3700,3700,3700,3700,3700,21,0,430.0,1062.7992523818864,57.60160001227632,3681.87339999713,204.1904761904762
1785313991,15,,Aggregated,3.000000,0.000000,540,1600,2400,2800,3700,3700,4100,4100,4100,4100,4100,24,0,430.0,1267.2200041676358,57.60160001227632,4140.439599999809,204.20833333333334
1785313992,15,,Aggregated,2.833333,0.000000,430,1600,2400,3300,4100,4100,4200,4200,4200,4200,4200,29,0,430.0,1346.2827482766568,57.60160001227632,4221.601400000509,216.0
1785313993,15,,Aggregated,3.000000,0.000000,430,1600,2800,3300,4100,4200,4700,4700,4700,4700,4700,32,0,390.0,1378.8220125002226,57.60160001227632,4749.205200001597,222.90625
1785313994,15,,Aggregated,3.000000,0.000000,430,1600,2800,3700,4100,4300,4700,4700,4700,4700,4700,33,0,430.0,1467.2075909091457,57.60160001227632,4749.205200001597,219.75757575757575
1785313995,15,,Aggregated,3.333333,0.000000,540,2400,3700,4100,4200,4300,4700,4700,4700,4700,4700,35,0,540.0,1621.1229085714356,57.60160001227632,4749.205200001597,214.0
1785313996,15,,Aggregated,3.200000,0.000000,900,2400,3700,4100,4200,4600,4700,4700,4700,4700,4700,36,0,540.0,1703.2810805556235,57.60160001227632,4749.205200001597,211.36111111111111
1785313997,15,,Aggregated,3.100000,0.000000,900,2800,4100,4100,4300,4700,4800,4800,4800,4800,4800,39,0,900.0,1806.6025615385465,57.60160001227632,4816.304099993431,210.82051282051282
1785313998,15,,Aggregated,2.800000,0.000000,1400,3300,4100,4200,4600,4800,5000,5000,5000,5000,5000,40,0,900.0,1886.005747499803,57.60160001227632,4982.7299999888055,208.525
1785313999,15,,Aggregated,2.600000,0.000000,1400,3700,4100,4200,4600,4800,6000,6000,6000,6000,6000,41,0,1400.0,1987.3038512191781,57.60160001227632,6039.227999994182,206.34146341463415
1785314000,15,,Aggregated,2.600000,0.000000,1400,3700,4100,4200,4600,4800,6000,6000,6000,6000,6000,41,0,1400.0,1987.3038512191781,57.60160001227632,6039.227999994182,206.34146341463415
1785314001,15,,Aggregated,2.500000,0.000000,1400,3700,4100,4200,4700,5000,7000,7000,7000,7000,7000,43,0,1400.0,2062.0594093021746,57.60160001227632,7015.8943999995245,208.2325581395349
1785314002,15,,Aggregated,2.400000,0.000000,1600,3700,4200,4200,4800,6000,7000,7000,7000,7000,7000,44,0,1400.0,2169.28549318155,57.60160001227632,7015.8943999995245,206.20454545454547
1785314003,15,,Aggregated,2.100000,0.000000,1600,3700,4200,4200,5000,6800,7300,7300,7300,7300,7300,46,0,1400.0,2241.407667390772,57.60160001227632,7281.21449999162,207.97826086956522
1785314005,15,,Aggregated,2.100000,0.000000,1600,3700,4200,4200,5000,6800,7300,7300,7300,7300,7300,46,0,1400.0,2241.407667390772,57.60160001227632,7281.21449999162,207.97826086956522
1785314006,15,,Aggregated,1.400000,0.000000,1600,4100,4200,4300,6000,7000,9100,9100,9100,9100,9100,47,0,1600.0,2386.837021275882,57.60160001227632,9076.587299990933,206.08510638297872
1785314007,15,,Aggregated,1.400000,0.000000,1600,4100,4200,4600,6800,7300,9800,9800,9800,9800,9800,48,0,1600.0,2540.6121999991833,57.60160001227632,9768.045599994366,204.27083333333334
1785314008,15,,Aggregated,1.300000,0.000000,1600,4100,4200,4700,7000,9100,9800,9800,9800,9800,9800,49,0,1600.0,2676.9622285706014,57.60160001227632,9768.045599994366,202.53061224489795
1785314009,15,,Aggregated,1.300000,0.000000,1600,4100,4200,4700,7000,9100,9800,9800,9800,9800,9800,49,0,1600.0,2676.9622285706014,57.60160001227632,9768.045599994366,202.53061224489795
1785314010,15,,Aggregated,1.000000,0.000000,2000,4100,4600,4800,7300,9200,9400,9800,9800,9800,9800,52,0,1600.0,2878.832076922173,57.60160001227632,9768.045599994366,202.6346153846154
1785314011,15,,Aggregated,1.000000,0.000000,1600,4100,4300,4800,7300,9200,9400,9800,9800,9800,9800,53,0,1600.0,2831.762950942645,57.60160001227632,9768.045599994366,205.88679245283018
1785314012,15,,Aggregated,0.900000,0.000000,2000,4100,4600,5000,9000,9400,9400,9800,9800,9800,9800,54,0,1600.0,2954.2550870365058,57.60160001227632,9768.045599994366,204.27777777777777
1785314013,15,,Aggregated,0.900000,0.000000,2000,4100,4600,5000,9000,9400,9400,9800,9800,9800,9800,54,0,1600.0,2954.2550870365058,57.60160001227632,9768.045599994366,204.27777777777777
1785314014,15,,Aggregated,1.100000,0.000000,2000,4200,4700,6000,9100,9400,9500,9800,9800,9800,9800,55,0,2000.0,3073.1215363632973,57.60160001227632,9768.045599994366,202.72727272727272
1785314015,15,,Aggregated,1.100000,0.000000,2400,4200,4800,6000,9200,9500,9800,10000,10000,10000,10000,56,0,2000.0,3202.930691070963,57.60160001227632,10342.434199992567,201.23214285714286
1785314016,15,,Aggregated,0.900000,0.000000,2400,4200,4800,6800,9400,9800,10000,11000,11000,11000,11000,57,0,2400.0,3343.058615788897,57.60160001227632,11190.222399993218,199.78947368421052
1785314017,15,,Aggregated,1.000000,0.000000,2400,4200,4800,6800,9400,9800,10000,11000,11000,11000,11000,58,0,2000.0,3291.0712758615587,57.60160001227632,11190.222399993218,202.81034482758622
1785314018,15,,Aggregated,1.000000,0.000000,2400,4200,5000,7000,9400,10000,10000,11000,11000,11000,11000,59,0,2400.0,3404.6006322028393,57.60160001227632,11190.222399993218,201.38983050847457
1785314019,15,,Aggregated,0.900000,0.000000,3300,4300,6800,8200,9500,10000,32000,33000,33000,33000,33000,62,0,2800.0,4420.65535967718,57.60160001227632,32501.111900011892,454.758064516129
1785314020,15,,Aggregated,0.900000,0.000000,3300,4300,6800,8200,9500,10000,32000,33000,33000,33000,33000,62,0,2800.0,4420.65535967718,57.60160001227632,32501.111900011892,454.758064516129
1785314021,15,,Aggregated,1.000000,0.000000,3300,4600,7000,9000,9500,10000,32000,33000,33000,33000,33000,63,0,3300.0,4498.715736507576,57.60160001227632,32501.111900011892,449.42857142857144
1785314022,15,,Aggregated,1.200000,0.000000,3700,4700,7300,9100,9500,10000,32000,33000,33000,33000,33000,64,0,3300.0,4571.280856249587,57.60160001227632,32501.111900011892,444.265625
1785314023,15,,Aggregated,1.200000,0.000000,3700,4700,7300,9100,9500,10000,32000,33000,33000,33000,33000,64,0,3300.0,4571.280856249587,57.60160001227632,32501.111900011892,444.265625
1785314024,15,,Aggregated,1.000000,0.000000,3700,4700,7300,9100,9500,10000,32000,33000,33000,33000,33000,65,0,3700.0,4641.836024615063,57.60160001227632,32501.111900011892,439.26153846153846
1785314025,15,,Aggregated,1.000000,0.000000,3700,4800,8200,9100,9800,10000,32000,33000,33000,33000,33000,66,0,3700.0,4723.2052742419355,57.60160001227632,32501.111900011892,434.40909090909093
1785314026,15,,Aggregated,1.000000,0.000000,3700,4800,8200,9100,9800,10000,32000,33000,33000,33000,33000,66,0,3700.0,4723.2052742419355,57.60160001227632,32501.111900011892,434.40909090909093
1785314027,15,,Aggregated,1.000000,0.000000,3700,4800,9000,9200,10000,11000,32000,33000,33000,33000,33000,68,0,3700.0,4747.024614705237,57.60160001227632,32501.111900011892,428.9264705882353
1785314028,15,,Aggregated,1.000000,0.000000,3700,5000,8500,9200,10000,11000,32000,33000,33000,33000,33000,69,0,3700.0,4800.851521738535,57.60160001227632,32501.111900011892,424.4347826086956
1785314029,15,,Aggregated,1.000000,0.000000,4100,6000,8500,9200,10000,11000,32000,33000,33000,33000,33000,70,0,3700.0,4850.829891427878,57.60160001227632,32501.111900011892,420.07142857142856
1785314030,15,,Aggregated,1.100000,0.000000,4100,6000,8500,9100,9800,11000,32000,33000,33000,33000,33000,71,0,4100.0,4901.41295774575,57.60160001227632,32501.111900011892,415.83098591549293
1785314031,15,,Aggregated,1.000000,0.000000,4100,6800,8700,9100,9800,11000,32000,33000,33000,33000,33000,72,0,4100.0,4954.864005554757,57.60160001227632,32501.111900011892,411.7083333333333
1785314032,15,,Aggregated,0.900000,0.000000,4100,7000,8600,9100,9800,11000,32000,33000,33000,33000,33000,73,0,4100.0,5004.441689040467,57.60160001227632,32501.111900011892,407.6986301369863
1785314033,15,,Aggregated,0.900000,0.000000,4100,7300,8700,9200,10000,11000,33000,42000,42000,42000,42000,75,0,4100.0,5537.897791999276,57.60160001227632,42039.112600003136,506.37333333333333
1785314034,15,,Aggregated,0.900000,0.000000,4100,7300,8700,9200,10000,11000,33000,42000,42000,42000,42000,75,0,4100.0,5537.897791999276,57.60160001227632,42039.112600003136,506.37333333333333
1785314035,15,,Aggregated,0.900000,0.000000,4200,7300,8700,9100,10000,11000,33000,42000,42000,42000,42000,76,0,4100.0,5556.533560525599,57.60160001227632,42039.112600003136,501.2763157894737
