Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785314217,15,,Aggregated,4.800000,0.000000,520,810,980,1100,6600,13000,15000,20000,20000,20000,20000,179,0,520.0,1790.7453631278513,21.788799989735708,20237.209200000507,1016.5139664804469
1785314218,15,,Aggregated,5.300000,0.000000,540,800,980,1100,6200,13000,15000,20000,20000,20000,20000,186,0,520.0,1747.3514532253068,21.788799989735708,20237.209200000507,984.1397849462365
1785314219,15,,Aggregated,5.300000,0.000000,540,810,1000,1100,6200,13000,15000,20000,20000,20000,20000,187,0,540.0,1746.6746999995464,21.788799989735708,20237.209200000507,979.5133689839572
1785314220,15,,Aggregated,5.400000,0.000000,550,820,1000,1100,1900,13000,15000,20000,20000,20000,20000,192,0,550.0,1722.2577666662648,21.788799989735708,20237.209200000507,958.4635416666666
1785314221,15,,Aggregated,5.300000,0.000000,560,820,1000,1100,6200,13000,15000,20000,20000,20000,20000,196,0,550.0,1736.3290561220404,21.788799989735708,20237.209200000507,982.0357142857143
1785314222,15,,Aggregated,5.100000,0.000000,550,820,1000,1100,1900,11000,15000,19000,20000,20000,20000,202,0,550.0,1699.3162702966572,21.788799989735708,20237.209200000507,958.9851485148515
1785314223,15,,Aggregated,4.900000,0.000000,550,820,1000,1100,1900,11000,15000,19000,20000,20000,20000,205,0,550.0,1686.4312204873763,21.788799989735708,20237.209200000507,946.6926829268293
1785314224,15,,Aggregated,4.900000,0.000000,550,820,1000,1100,1900,11000,15000,19000,20000,20000,20000,207,0,550.0,1681.3585188401219,21.788799989735708,20237.209200000507,938.695652173913
1785314225,15,,Aggregated,4.400000,0.000000,560,820,1000,1100,1900,11000,15000,19000,20000,20000,20000,210,0,550.0,1664.5507914281638,21.788799989735708,20237.209200000507,928.2285714285714
1785314226,15,,Aggregated,4.400000,0.000000,560,820,1000,1100,1900,11000,15000,19000,20000,20000,20000,212,0,550.0,1656.9651136788311,21.788799989735708,20237.209200000507,920.5943396226415
